Document ID,text_size,Size Classification (Range),Size Classification (Thirds),File Type
806,534.04,Small,Mid,excel
807,705.91,Small,Mid,excel
808,382830.93,Large,Lower,pdf
809,639.26,Small,Mid,pdf
810,199.97,Small,Lower,pdf
811,805.46,Small,Mid,excel
812,26668.80,Medium,Mid,excel
813,84.45,Small,Lower,doc
814,977.67,Small,Mid,excel
815,453.05,Small,Lower,excel
816,169.24,Small,Lower,excel
817,424.48,Small,Lower,excel
818,5401.96,Medium,Lower,excel
819,645.14,Small,Mid,pdf
820,985.52,Small,Mid,excel
821,3828857.20,Large,Mid,pdf
822,286.25,Small,Lower,excel
823,5194.97,Medium,Lower,excel
824,752.22,Small,Mid,pdf
825,512.48,Small,Mid,pdf
826,284.51,Small,Lower,excel
827,630.06,Small,Mid,pdf
828,696.37,Small,Mid,excel
829,22917.53,Medium,Mid,excel
830,52.21,Small,Lower,msg
831,139.57,Small,Lower,pdf
832,661.70,Small,Mid,excel
833,17977.81,Medium,Mid,excel
834,234.91,Small,Lower,excel
835,205.35,Small,Lower,excel
836,889.33,Small,Mid,pdf
837,124.31,Small,Lower,pdf
838,456.37,Small,Lower,pdf
839,28082.90,Medium,Mid,pdf
840,405.25,Small,Lower,pdf
841,517.39,Small,Mid,excel
842,4916.35,Medium,Lower,pdf
843,656.36,Small,Mid,pdf
844,439.18,Small,Lower,excel
845,525.71,Small,Mid,pdf
846,13516.06,Medium,Lower,excel
847,28966.19,Medium,Mid,excel
848,3826097.43,Large,Mid,excel
849,93.12,Small,Lower,doc
850,815.40,Small,Mid,pdf
851,93.63,Small,Lower,msg
852,1428.68,Medium,Lower,excel
853,858.16,Small,Mid,pdf
854,853.66,Small,Mid,excel
855,4771335.33,Large,Mid,pdf
856,7111.11,Medium,Lower,excel
857,814.65,Small,Mid,excel
858,4666327.50,Large,Mid,pdf
859,14589.22,Medium,Lower,pdf
860,11888.74,Medium,Lower,pdf
861,560.68,Small,Mid,excel
862,19414.26,Medium,Mid,pdf
863,829.65,Small,Mid,pdf
864,28607.37,Medium,Mid,pdf
865,3371.57,Medium,Lower,excel
866,558.13,Small,Mid,pdf
867,949.25,Small,Mid,excel
868,438.39,Small,Lower,pdf
869,24469.72,Medium,Mid,pdf
870,20199.46,Medium,Mid,pdf
871,2328.11,Medium,Lower,excel
872,802.83,Small,Mid,pdf
873,825.17,Small,Mid,excel
874,4671695.49,Large,Mid,excel
875,3287035.58,Large,Mid,pdf
876,723.50,Small,Mid,excel
877,154.40,Small,Lower,excel
878,516.25,Small,Mid,excel
879,4309.89,Medium,Lower,pdf
880,20317.02,Medium,Mid,pdf
881,232.55,Small,Lower,pdf
882,18364.29,Medium,Mid,excel
883,218.06,Small,Lower,excel
884,70.03,Small,Lower,doc
885,48.53,Small,Lower,msg
886,312.83,Small,Lower,excel
887,269.60,Small,Lower,excel
888,223.40,Small,Lower,pdf
889,603.62,Small,Mid,excel
890,24574.35,Medium,Mid,excel
891,72.78,Small,Lower,msg
892,304.64,Small,Lower,pdf
893,767.12,Small,Mid,excel
894,854.25,Small,Mid,pdf
895,443.04,Small,Lower,excel
896,879.33,Small,Mid,excel
897,4403361.04,Large,Mid,pdf
898,3218315.48,Large,Mid,pdf
899,423.95,Small,Lower,excel
900,27908.97,Medium,Mid,excel
901,15259.01,Medium,Lower,pdf
902,26485.94,Medium,Mid,pdf
903,25104.47,Medium,Mid,pdf
904,607.14,Small,Mid,pdf
905,3447.37,Medium,Lower,pdf
906,745.83,Small,Mid,pdf
907,165.86,Small,Lower,pdf
908,2230428.46,Large,Lower,pdf
909,934.74,Small,Mid,excel
910,206.90,Small,Lower,excel
911,420.94,Small,Lower,pdf
912,7358.96,Medium,Lower,excel
913,630.92,Small,Mid,excel
914,994.69,Small,Mid,excel
915,22028.70,Medium,Mid,excel
916,923.05,Small,Mid,pdf
917,39.55,Small,Lower,doc
918,20197.64,Medium,Mid,excel
919,16858.80,Medium,Mid,pdf
920,1078863.98,Large,Lower,excel
921,260.53,Small,Lower,excel
922,913.56,Small,Mid,excel
923,621.73,Small,Mid,excel
924,6244.98,Medium,Lower,excel
925,2934574.06,Large,Mid,pdf
926,790.05,Small,Mid,pdf
927,973.68,Small,Mid,excel
928,644.36,Small,Mid,excel
929,10149.10,Medium,Lower,excel
930,727.54,Small,Mid,pdf
931,28567.45,Medium,Mid,pdf
932,26178.07,Medium,Mid,excel
933,10080.96,Medium,Lower,excel
934,889.85,Small,Mid,excel
935,297.33,Small,Lower,excel
936,334.20,Small,Lower,pdf
937,3663369.22,Large,Mid,pdf
938,486.15,Small,Lower,pdf
939,516.98,Small,Mid,excel
940,18491.00,Medium,Mid,excel
941,3952096.52,Large,Mid,excel
942,860.54,Small,Mid,pdf
943,11726.42,Medium,Lower,excel
944,509.44,Small,Mid,excel
945,795.10,Small,Mid,pdf
946,265.37,Small,Lower,excel
947,780.16,Small,Mid,pdf
948,22108.08,Medium,Mid,excel
949,387.22,Small,Lower,excel
950,1234.16,Medium,Lower,pdf
951,758.16,Small,Mid,pdf
952,899.34,Small,Mid,pdf
953,7.62,Small,Lower,msg
954,574.63,Small,Mid,pdf
955,23.80,Small,Lower,msg
956,28.29,Small,Lower,msg
957,469.49,Small,Lower,pdf
958,27546.59,Medium,Mid,pdf
959,688.34,Small,Mid,pdf
960,560.99,Small,Mid,pdf
961,418.68,Small,Lower,excel
962,269.07,Small,Lower,pdf
963,342.00,Small,Lower,pdf
964,174.72,Small,Lower,excel
965,581.80,Small,Mid,pdf
966,55.12,Small,Lower,msg
967,613.10,Small,Mid,pdf
968,13759.14,Medium,Lower,excel
969,842.78,Small,Mid,excel
970,652.60,Small,Mid,pdf
971,6568.77,Medium,Lower,excel
972,26026.20,Medium,Mid,excel
973,640293.27,Large,Lower,excel
974,409.95,Small,Lower,excel
975,14109.66,Medium,Lower,excel
976,916439.77,Large,Lower,excel
977,18945.88,Medium,Mid,excel
978,22849.87,Medium,Mid,excel
979,266.75,Small,Lower,pdf
980,504.49,Small,Mid,excel
981,769.04,Small,Mid,pdf
982,436.57,Small,Lower,excel
983,543.19,Small,Mid,pdf
984,28490.28,Medium,Mid,pdf
985,448.94,Small,Lower,excel
986,942.89,Small,Mid,excel
987,13707.22,Medium,Lower,pdf
988,376.13,Small,Lower,pdf
989,367.53,Small,Lower,excel
990,609.02,Small,Mid,excel
991,663.10,Small,Mid,pdf
992,779533.27,Large,Lower,excel
993,673.08,Small,Mid,pdf
994,493.45,Small,Lower,pdf
995,738.27,Small,Mid,pdf
996,127.37,Small,Lower,pdf
997,19821.03,Medium,Mid,pdf
998,12480.33,Medium,Lower,excel
999,957.96,Small,Mid,pdf
1000,795.37,Small,Mid,excel
1001,422.05,Small,Lower,pdf
1002,527.45,Small,Mid,excel
1003,713.58,Small,Mid,excel
1004,547.32,Small,Mid,excel
1005,82.93,Small,Lower,doc
1006,437.19,Small,Lower,pdf
1007,24345.11,Medium,Mid,pdf
1008,725.29,Small,Mid,pdf
1009,6684.10,Medium,Lower,excel
1010,320.77,Small,Lower,pdf
1011,1819167.07,Large,Lower,pdf
1012,362.31,Small,Lower,pdf
1013,88.34,Small,Lower,doc
1014,10239.94,Medium,Lower,excel
1015,23093.67,Medium,Mid,pdf
1016,608.44,Small,Mid,pdf
1017,1451375.14,Large,Lower,excel
1018,163.02,Small,Lower,pdf
1019,28151.10,Medium,Mid,excel
1020,867.46,Small,Mid,excel
1021,21122.51,Medium,Mid,excel
1022,227.19,Small,Lower,pdf
1023,417.14,Small,Lower,pdf
1024,363.56,Small,Lower,pdf
1025,18567.86,Medium,Mid,pdf
1026,759.58,Small,Mid,pdf
1027,4345830.28,Large,Mid,pdf
1028,2240.61,Medium,Lower,pdf
1029,42.75,Small,Lower,msg
1030,221.95,Small,Lower,excel
1031,8721.10,Medium,Lower,pdf
1032,27747.88,Medium,Mid,excel
1033,28220.45,Medium,Mid,pdf
1034,25187.69,Medium,Mid,excel
1035,85.08,Small,Lower,msg
1036,285.69,Small,Lower,excel
1037,76.52,Small,Lower,msg
1038,596.46,Small,Mid,pdf
1039,164.36,Small,Lower,pdf
1040,12124.37,Medium,Lower,excel
1041,428.81,Small,Lower,excel
1042,4451714.30,Large,Mid,pdf
1043,1024128.95,Large,Lower,pdf
1044,120.48,Small,Lower,pdf
1045,427.31,Small,Lower,excel
1046,342.88,Small,Lower,excel
1047,29266.87,Medium,Mid,pdf
1048,7522.85,Medium,Lower,pdf
1049,779.07,Small,Mid,excel
1050,271.30,Small,Lower,excel
1051,9614.31,Medium,Lower,excel
1052,337.36,Small,Lower,excel
1053,2840405.56,Large,Mid,pdf
1054,26175.85,Medium,Mid,excel
1055,21256.55,Medium,Mid,excel
1056,684.63,Small,Mid,pdf
1057,4781525.92,Large,Mid,pdf
1058,26678.24,Medium,Mid,pdf
1059,942.55,Small,Mid,excel
1060,21017.47,Medium,Mid,pdf
1061,20474.11,Medium,Mid,excel
1062,652.53,Small,Mid,pdf
1063,2256824.83,Large,Lower,excel
1064,4952.54,Medium,Lower,excel
1065,783.42,Small,Mid,pdf
1066,24006.08,Medium,Mid,excel
1067,7244.41,Medium,Lower,pdf
1068,7449.93,Medium,Lower,excel
1069,991.82,Small,Mid,excel
1070,840.88,Small,Mid,pdf
1071,14100.05,Medium,Lower,pdf
1072,447.84,Small,Lower,pdf
1073,155.57,Small,Lower,excel
1074,265.16,Small,Lower,excel
1075,512.70,Small,Mid,pdf
1076,495.01,Small,Lower,pdf
1077,24733.42,Medium,Mid,excel
1078,810.72,Small,Mid,excel
1079,236023.56,Large,Lower,excel
1080,622.96,Small,Mid,excel
1081,497.54,Small,Lower,pdf
1082,956.87,Small,Mid,excel
1083,549.95,Small,Mid,excel
1084,831.96,Small,Mid,excel
1085,448.55,Small,Lower,pdf
1086,159.76,Small,Lower,pdf
1087,923871.77,Large,Lower,pdf
1088,858.82,Small,Mid,pdf
1089,693.71,Small,Mid,excel
1090,147818.26,Large,Lower,pdf
1091,1699.99,Medium,Lower,excel
1092,14392.98,Medium,Lower,pdf
1093,209.47,Small,Lower,excel
1094,180.98,Small,Lower,excel
1095,541.05,Small,Mid,excel
1096,86.49,Small,Lower,doc
1097,983.66,Small,Mid,excel
1098,872.60,Small,Mid,pdf
1099,23320.34,Medium,Mid,pdf
1100,663.72,Small,Mid,excel
1101,492.85,Small,Lower,excel
1102,946.42,Small,Mid,excel
1103,1258244.47,Large,Lower,pdf
1104,205.44,Small,Lower,excel
1105,29981.08,Medium,Mid,pdf
1106,969.27,Small,Mid,pdf
1107,822.59,Small,Mid,pdf
1108,513.50,Small,Mid,excel
1109,465.18,Small,Lower,excel
1110,186320.29,Large,Lower,pdf
1111,740.45,Small,Mid,pdf
1112,3818673.82,Large,Mid,excel
1113,931.96,Small,Mid,excel
1114,706.81,Small,Mid,excel
1115,667.25,Small,Mid,excel
1116,654.36,Small,Mid,pdf
1117,97.89,Small,Lower,doc
1118,453.83,Small,Lower,excel
1119,573.34,Small,Mid,pdf
1120,983.73,Small,Mid,excel
1121,531.82,Small,Mid,excel
1122,529.43,Small,Mid,excel
1123,406.38,Small,Lower,pdf
1124,590.22,Small,Mid,pdf
1125,24608.59,Medium,Mid,excel
1126,4927818.54,Large,Mid,pdf
1127,626.00,Small,Mid,excel
1128,9682.59,Medium,Lower,excel
1129,5960.50,Medium,Lower,pdf
1130,16492.51,Medium,Mid,pdf
1131,2379338.22,Large,Lower,excel
1132,828.25,Small,Mid,excel
1133,24881.57,Medium,Mid,pdf
1134,152.94,Small,Lower,excel
1135,655.92,Small,Mid,excel
1136,901.44,Small,Mid,pdf
1137,499.69,Small,Lower,excel
1138,338.07,Small,Lower,pdf
1139,11590.82,Medium,Lower,excel
1140,5908.46,Medium,Lower,pdf
1141,118.33,Small,Lower,pdf
1142,12377.60,Medium,Lower,excel
1143,1070.65,Medium,Lower,pdf
1144,173.93,Small,Lower,excel
1145,530.47,Small,Mid,pdf
1146,908.18,Small,Mid,excel
1147,449.35,Small,Lower,excel
1148,823.22,Small,Mid,pdf
1149,481.12,Small,Lower,pdf
1150,28676.48,Medium,Mid,excel
1151,1638222.36,Large,Lower,pdf
1152,742.17,Small,Mid,pdf
1153,17039.89,Medium,Mid,excel
1154,1447928.00,Large,Lower,excel
1155,19929.01,Medium,Mid,pdf
1156,841.46,Small,Mid,excel
1157,116.36,Small,Lower,pdf
1158,23822.36,Medium,Mid,pdf
1159,105.03,Small,Lower,excel
1160,29652.96,Medium,Mid,excel
1161,199.37,Small,Lower,pdf
1162,26521.17,Medium,Mid,pdf
1163,4543.10,Medium,Lower,excel
1164,582.99,Small,Mid,pdf
1165,25117.84,Medium,Mid,excel
1166,22284.80,Medium,Mid,pdf
1167,18273.96,Medium,Mid,pdf
1168,229.58,Small,Lower,pdf
1169,68.07,Small,Lower,msg
1170,2758056.37,Large,Mid,pdf
1171,320.33,Small,Lower,excel
1172,334.72,Small,Lower,pdf
1173,630.99,Small,Mid,pdf
1174,210.05,Small,Lower,excel
1175,21643.67,Medium,Mid,pdf
1176,589.89,Small,Mid,pdf
1177,909.37,Small,Mid,excel
1178,24588.66,Medium,Mid,pdf
1179,240.39,Small,Lower,pdf
1180,946.37,Small,Mid,excel
1181,4424408.72,Large,Mid,pdf
1182,4705765.47,Large,Mid,pdf
1183,18632.20,Medium,Mid,excel
1184,3081013.85,Large,Mid,excel
1185,12215.23,Medium,Lower,excel
1186,146.64,Small,Lower,excel
1187,11515.68,Medium,Lower,pdf
1188,945.72,Small,Mid,pdf
1189,8025.59,Medium,Lower,excel
1190,4473667.35,Large,Mid,pdf
1191,447.86,Small,Lower,excel
1192,17902.18,Medium,Mid,excel
1193,7381.43,Medium,Lower,pdf
1194,950.95,Small,Mid,pdf
1195,1505.02,Medium,Lower,pdf
1196,523.80,Small,Mid,excel
1197,459.65,Small,Lower,excel
1198,822.60,Small,Mid,excel
1199,2753476.21,Large,Mid,pdf
1200,270.62,Small,Lower,excel
1201,394.14,Small,Lower,excel
1202,1.84,Small,Lower,doc
1203,883.53,Small,Mid,excel
1204,25445.02,Medium,Mid,pdf
1205,886.57,Small,Mid,pdf
1206,4337.35,Medium,Lower,pdf
1207,793.48,Small,Mid,excel
1208,582.99,Small,Mid,excel
1209,1752226.54,Large,Lower,excel
1210,268.73,Small,Lower,pdf
1211,10524.04,Medium,Lower,excel
1212,27136.04,Medium,Mid,pdf
1213,28543.28,Medium,Mid,excel
1214,875.71,Small,Mid,pdf
1215,174.89,Small,Lower,excel
1216,1429205.27,Large,Lower,pdf
1217,596.13,Small,Mid,excel
1218,1739006.00,Large,Lower,excel
1219,208.59,Small,Lower,excel
1220,24290.58,Medium,Mid,pdf
1221,35.68,Small,Lower,doc
1222,749.58,Small,Mid,pdf
1223,285.26,Small,Lower,pdf
1224,160.36,Small,Lower,pdf
1225,386.53,Small,Lower,excel
1226,585.84,Small,Mid,pdf
1227,836.10,Small,Mid,excel
1228,632.28,Small,Mid,pdf
1229,357.83,Small,Lower,pdf
1230,574.22,Small,Mid,pdf
1231,736.81,Small,Mid,pdf
1232,25098.24,Medium,Mid,excel
1233,427.71,Small,Lower,excel
1234,713.13,Small,Mid,pdf
1235,200.37,Small,Lower,pdf
1236,450.81,Small,Lower,pdf
1237,467.00,Small,Lower,pdf
1238,792.11,Small,Mid,excel
1239,7507.48,Medium,Lower,pdf
1240,645.10,Small,Mid,pdf
1241,3049.49,Medium,Lower,pdf
1242,8.14,Small,Lower,msg
1243,2152.79,Medium,Lower,excel
1244,725.63,Small,Mid,pdf
1245,788.48,Small,Mid,excel
1246,730.75,Small,Mid,excel
1247,9489.51,Medium,Lower,excel
1248,2825460.91,Large,Mid,excel
1249,27035.77,Medium,Mid,excel
1250,3865698.86,Large,Mid,excel
1251,496.97,Small,Lower,pdf
1252,18227.39,Medium,Mid,excel
1253,588.95,Small,Mid,pdf
1254,344.08,Small,Lower,excel
1255,865.32,Small,Mid,pdf
1256,443.31,Small,Lower,excel
1257,4.25,Small,Lower,doc
1258,4383.48,Medium,Lower,excel
1259,562.02,Small,Mid,excel
1260,72.63,Small,Lower,msg
1261,234302.31,Large,Lower,pdf
1262,654.98,Small,Mid,pdf
1263,22.57,Small,Lower,msg
1264,881.50,Small,Mid,pdf
1265,686.72,Small,Mid,excel
1266,12037.90,Medium,Lower,pdf
1267,2602076.79,Large,Mid,excel
1268,24227.26,Medium,Mid,excel
1269,858.74,Small,Mid,excel
1270,26533.56,Medium,Mid,excel
1271,5537.30,Medium,Lower,excel
1272,12870.06,Medium,Lower,excel
1273,813.86,Small,Mid,excel
1274,6846.48,Medium,Lower,excel
1275,653.89,Small,Mid,pdf
1276,17553.97,Medium,Mid,excel
1277,4330.46,Medium,Lower,pdf
1278,822.81,Small,Mid,pdf
1279,684.69,Small,Mid,excel
1280,8629.58,Medium,Lower,pdf
1281,14611.07,Medium,Lower,pdf
1282,14.84,Small,Lower,doc
1283,62.97,Small,Lower,msg
1284,46.03,Small,Lower,doc
1285,19196.30,Medium,Mid,excel
1286,566.21,Small,Mid,pdf
1287,161.85,Small,Lower,pdf
1288,4851268.66,Large,Mid,excel
1289,488.56,Small,Lower,pdf
1290,2909427.85,Large,Mid,pdf
1291,157.57,Small,Lower,excel
1292,1462133.57,Large,Lower,pdf
1293,437.04,Small,Lower,pdf
1294,518.04,Small,Mid,excel
1295,19877.14,Medium,Mid,pdf
1296,28191.10,Medium,Mid,excel
1297,661.65,Small,Mid,pdf
1298,510150.50,Large,Lower,excel
1299,8948.30,Medium,Lower,pdf
1300,393.93,Small,Lower,pdf
1301,26952.77,Medium,Mid,excel
1302,509.52,Small,Mid,pdf
1303,876.65,Small,Mid,excel
1304,4842730.95,Large,Mid,excel
1305,2520246.22,Large,Mid,excel
1306,924.82,Small,Mid,pdf
1307,27310.22,Medium,Mid,pdf
1308,2382850.47,Large,Lower,pdf
1309,17.19,Small,Lower,msg
1310,711.30,Small,Mid,pdf
1311,816.62,Small,Mid,pdf
1312,72.19,Small,Lower,msg
1313,2609474.86,Large,Mid,excel
1314,734.46,Small,Mid,pdf
1315,463.59,Small,Lower,pdf
1316,787.60,Small,Mid,excel
1317,215.81,Small,Lower,pdf
1318,480.39,Small,Lower,pdf
1319,272.18,Small,Lower,excel
1320,683.61,Small,Mid,excel
1321,210.65,Small,Lower,excel
1322,883.43,Small,Mid,excel
1323,201.78,Small,Lower,pdf
1324,9496.32,Medium,Lower,excel
1325,468.70,Small,Lower,pdf
1326,579.93,Small,Mid,excel
1327,89.90,Small,Lower,doc
1328,451.57,Small,Lower,excel
1329,15865.39,Medium,Mid,pdf
1330,543.53,Small,Mid,pdf
1331,95.28,Small,Lower,doc
1332,1753009.26,Large,Lower,pdf
1333,633.01,Small,Mid,pdf
1334,990.48,Small,Mid,pdf
1335,4695492.93,Large,Mid,excel
1336,565.50,Small,Mid,excel
1337,717.14,Small,Mid,pdf
1338,359.28,Small,Lower,pdf
1339,27921.62,Medium,Mid,excel
1340,630.83,Small,Mid,pdf
1341,774.50,Small,Mid,pdf
1342,4940784.07,Large,Mid,pdf
1343,719.76,Small,Mid,pdf
1344,3672085.93,Large,Mid,excel
1345,503.42,Small,Mid,pdf
1346,723166.45,Large,Lower,pdf
1347,88.89,Small,Lower,msg
1348,941.19,Small,Mid,excel
1349,2072.60,Medium,Lower,pdf
1350,831.91,Small,Mid,pdf
1351,581.47,Small,Mid,pdf
1352,119.99,Small,Lower,pdf
1353,431.39,Small,Lower,pdf
1354,3.54,Small,Lower,msg
1355,92.78,Small,Lower,doc
1356,12936.94,Medium,Lower,pdf
1357,27203.72,Medium,Mid,excel
1358,602.61,Small,Mid,excel
1359,169.06,Small,Lower,pdf
1360,104.91,Small,Lower,excel
1361,927.52,Small,Mid,pdf
1362,586.13,Small,Mid,pdf
1363,590.35,Small,Mid,excel
1364,16860.09,Medium,Mid,excel
1365,455.32,Small,Lower,pdf
1366,12450.95,Medium,Lower,excel
1367,3278753.20,Large,Mid,excel
1368,545.56,Small,Mid,excel
1369,894.10,Small,Mid,excel
1370,25742.18,Medium,Mid,pdf
1371,29372.81,Medium,Mid,pdf
1372,26100.65,Medium,Mid,excel
1373,80.46,Small,Lower,msg
1374,885.42,Small,Mid,pdf
1375,14163.70,Medium,Lower,excel
1376,450.18,Small,Lower,excel
1377,167887.75,Large,Lower,excel
1378,875.70,Small,Mid,excel
1379,657.60,Small,Mid,pdf
1380,677.67,Small,Mid,pdf
1381,681.58,Small,Mid,pdf
1382,20639.85,Medium,Mid,excel
1383,4355816.49,Large,Mid,pdf
1384,418.17,Small,Lower,excel
1385,828.53,Small,Mid,excel
1386,436.55,Small,Lower,excel
1387,942.59,Small,Mid,excel
1388,824.44,Small,Mid,excel
1389,351.89,Small,Lower,pdf
1390,506.32,Small,Mid,pdf
1391,179.12,Small,Lower,excel
1392,102.75,Small,Lower,excel
1393,505.23,Small,Mid,excel
1394,43094.27,Large,Lower,excel
1395,835.93,Small,Mid,excel
1396,501.31,Small,Mid,excel
1397,193.47,Small,Lower,excel
1398,786.30,Small,Mid,excel
1399,24238.99,Medium,Mid,excel
1400,139.64,Small,Lower,excel
1401,456.34,Small,Lower,pdf
1402,800.86,Small,Mid,excel
1403,4567857.70,Large,Mid,excel
1404,750.01,Small,Mid,pdf
1405,754.08,Small,Mid,excel
1406,460.84,Small,Lower,pdf
1407,272.15,Small,Lower,excel
1408,432.25,Small,Lower,pdf
1409,914.15,Small,Mid,pdf
1410,500.19,Small,Mid,pdf
1411,934.72,Small,Mid,excel
1412,26331.16,Medium,Mid,excel
1413,501.08,Small,Mid,excel
1414,25674.13,Medium,Mid,excel
1415,838.36,Small,Mid,pdf
1416,9.09,Small,Lower,doc
1417,4440.64,Medium,Lower,excel
1418,2459843.91,Large,Lower,excel
1419,468.11,Small,Lower,pdf
1420,497.70,Small,Lower,pdf
1421,12.37,Small,Lower,msg
1422,99.92,Small,Lower,msg
1423,496.26,Small,Lower,excel
1424,439.50,Small,Lower,excel
1425,560.29,Small,Mid,pdf
1426,415.41,Small,Lower,pdf
1427,766.03,Small,Mid,pdf
1428,6247.57,Medium,Lower,pdf
1429,873.49,Small,Mid,pdf
1430,306.76,Small,Lower,excel
1431,368.74,Small,Lower,pdf
1432,521.93,Small,Mid,pdf
1433,754.72,Small,Mid,excel
1434,7457.61,Medium,Lower,excel
1435,1493139.77,Large,Lower,excel
1436,118.41,Small,Lower,pdf
1437,61.98,Small,Lower,doc
1438,726.08,Small,Mid,excel
1439,2252477.90,Large,Lower,pdf
1440,14367.64,Medium,Lower,pdf
1441,9931.01,Medium,Lower,pdf
1442,17539.45,Medium,Mid,excel
1443,2536038.17,Large,Mid,pdf
1444,848.72,Small,Mid,pdf
1445,764.80,Small,Mid,excel
1446,20176.18,Medium,Mid,pdf
1447,906.33,Small,Mid,pdf
1448,624.87,Small,Mid,pdf
1449,6159.50,Medium,Lower,pdf
1450,946.61,Small,Mid,pdf
1451,282.16,Small,Lower,excel
1452,5.37,Small,Lower,doc
1453,936.05,Small,Mid,excel
1454,9533.38,Medium,Lower,pdf
1455,2687.39,Medium,Lower,pdf
1456,256.16,Small,Lower,excel
1457,112.09,Small,Lower,pdf
1458,139.75,Small,Lower,excel
1459,21338.51,Medium,Mid,excel
1460,176.58,Small,Lower,excel
1461,272.29,Small,Lower,pdf
1462,234.84,Small,Lower,excel
1463,181.52,Small,Lower,excel
1464,6893.82,Medium,Lower,excel
1465,17494.86,Medium,Mid,pdf
1466,23543.72,Medium,Mid,pdf
1467,697.11,Small,Mid,excel
1468,172.49,Small,Lower,pdf
1469,14900.55,Medium,Lower,excel
1470,187.37,Small,Lower,pdf
1471,46.72,Small,Lower,msg
1472,441.21,Small,Lower,excel
1473,988.71,Small,Mid,excel
1474,548.93,Small,Mid,excel
1475,5803.91,Medium,Lower,excel
1476,68.55,Small,Lower,msg
1477,25064.49,Medium,Mid,excel
1478,705.02,Small,Mid,pdf
1479,488.26,Small,Lower,pdf
1480,691.14,Small,Mid,excel
1481,790.69,Small,Mid,pdf
1482,760.13,Small,Mid,excel
1483,566.67,Small,Mid,excel
1484,377.10,Small,Lower,excel
1485,22946.05,Medium,Mid,excel
1486,941.77,Small,Mid,pdf
1487,493.96,Small,Lower,excel
1488,12114.71,Medium,Lower,pdf
1489,19117.39,Medium,Mid,excel
1490,16065.71,Medium,Mid,excel
1491,22591.12,Medium,Mid,excel
1492,3.07,Small,Lower,doc
1493,517.77,Small,Mid,pdf
1494,213.34,Small,Lower,pdf
1495,13393.19,Medium,Lower,excel
1496,19438.04,Medium,Mid,pdf
1497,468988.07,Large,Lower,pdf
1498,134.50,Small,Lower,pdf
1499,935.17,Small,Mid,excel
1500,1787.12,Medium,Lower,pdf
1501,861.76,Small,Mid,pdf
1502,429.31,Small,Lower,excel
1503,77.83,Small,Lower,msg
1504,242.19,Small,Lower,excel
1505,342.86,Small,Lower,pdf
1506,740.32,Small,Mid,pdf
1507,15550.80,Medium,Mid,pdf
1508,4954.51,Medium,Lower,pdf
1509,631.81,Small,Mid,pdf
1510,836.09,Small,Mid,pdf
1511,2539552.15,Large,Mid,excel
1512,690.11,Small,Mid,excel
1513,40.07,Small,Lower,msg
1514,4843.89,Medium,Lower,pdf
1515,12922.29,Medium,Lower,pdf
1516,3613293.02,Large,Mid,pdf
1517,221.20,Small,Lower,excel
1518,15011.29,Medium,Lower,excel
1519,15713.89,Medium,Mid,pdf
1520,157.63,Small,Lower,pdf
1521,352.03,Small,Lower,pdf
1522,336.51,Small,Lower,pdf
1523,487.28,Small,Lower,pdf
1524,575.62,Small,Mid,excel
1525,879.13,Small,Mid,pdf
1526,680.21,Small,Mid,pdf
1527,827.43,Small,Mid,excel
1528,399.42,Small,Lower,excel
1529,14621.35,Medium,Lower,excel
1530,477.14,Small,Lower,pdf
1531,23796.76,Medium,Mid,excel
1532,928.66,Small,Mid,pdf
1533,12677.58,Medium,Lower,excel
1534,22688.20,Medium,Mid,excel
1535,480.77,Small,Lower,pdf
1536,18779.18,Medium,Mid,excel
1537,25911.04,Medium,Mid,excel
1538,7845.45,Medium,Lower,excel
1539,4250195.35,Large,Mid,pdf
1540,4790614.52,Large,Mid,excel
1541,2741585.76,Large,Mid,pdf
1542,516.41,Small,Mid,pdf
1543,270.77,Small,Lower,excel
1544,991.66,Small,Mid,pdf
1545,378196.99,Large,Lower,pdf
1546,22.59,Small,Lower,msg
1547,28955.23,Medium,Mid,pdf
1548,4720.36,Medium,Lower,excel
1549,273.12,Small,Lower,excel
1550,935.17,Small,Mid,pdf
1551,310.08,Small,Lower,pdf
1552,72.17,Small,Lower,msg
1553,989.79,Small,Mid,excel
1554,729.19,Small,Mid,pdf
1555,24837.39,Medium,Mid,pdf
1556,781.22,Small,Mid,excel
1557,963.39,Small,Mid,pdf
1558,836.24,Small,Mid,pdf
1559,910.91,Small,Mid,pdf
1560,3116.29,Medium,Lower,pdf
1561,7681.35,Medium,Lower,excel
1562,1754245.35,Large,Lower,pdf
1563,105.72,Small,Lower,excel
1564,306.70,Small,Lower,pdf
1565,8941.65,Medium,Lower,pdf
1566,89.94,Small,Lower,msg
1567,6100.61,Medium,Lower,excel
1568,4262306.37,Large,Mid,pdf
1569,303.97,Small,Lower,pdf
1570,25385.93,Medium,Mid,pdf
1571,797.90,Small,Mid,pdf
1572,15976.24,Medium,Mid,pdf
1573,2884684.01,Large,Mid,pdf
1574,243.88,Small,Lower,pdf
1575,221.03,Small,Lower,pdf
1576,483.79,Small,Lower,excel
1577,214.85,Small,Lower,pdf
1578,4219.86,Medium,Lower,excel
1579,376261.25,Large,Lower,excel
1580,153.94,Small,Lower,excel
1581,18314.56,Medium,Mid,excel
1582,7582.73,Medium,Lower,excel
1583,349.89,Small,Lower,excel
